id,mark,model,year,mileage,body_type,color,engine_vol,fuel,gearbox,cleared,price
15952,Other,,1997,0,Sedan,Gray,16,Gas / petrol,Mechanical,0.0,1500
15953,Daewoo,Lanos (Sens),2008,58,Sedan,White,16,Gas / petrol,Mechanical,1.0,4400
15954,Volkswagen,Vento,1997,160000,Sedan,Red,1800,Gas / petrol,Mechanical,1.0,1400
15955,Mercedes-Benz,E серия,1999,0,Sedan,Blue,2,Gas / petrol,Mechanical,1.0,5100
15956,Opel,Rekord,1983,0,Universal,Olive,2000,Petrol,Mechanical,1.0,884
15957,Peugeot,407,2004,185000,Sedan,Gray,2000,Diesel,Mechanical,1.0,7500
15958,Peugeot,406,1996,0,Sedan,Blue,1800,Gas / petrol,Mechanical,0.0,340
15959,Ford,Sierra,1980,0,Universal,Blue,2,Petrol,Mechanical,1.0,615
15960,Hyundai,Santa FE,2008,171000,SUV / Crossover,Black,2200,Diesel,Automatic,1.0,11200
15961,VAZ,Другая,1987,0,Universal,Brown,1500,Petrol,Mechanical,1.0,884
15962,Skoda,Octavia,2014,145,Sedan,Red,14,Petrol,Mechanical,1.0,11000
15963,Ford,Focus,2002,250000,Universal,Asphalt,1800,Diesel,Mechanical,0.0,576
15964,Skoda,Octavia,2002,208000,Hatchback,Gray,1595,Petrol,Mechanical,1.0,2400
15965,Toyota,Avensis,2011,162,Universal,Black,22,Diesel,Automatic,1.0,13000
15966,Hyundai,ix35,2010,141000,SUV / Crossover,Olive,2000,Petrol,Mechanical,1.0,12346
15967,Nissan,Juke,2013,60000,SUV / Crossover,Cherry,1600,Petrol,Variator,1.0,13500
15968,Honda,Pilot,2014,86000,SUV / Crossover,Silver,3500,Petrol,Automatic,1.0,18000
15969,Volkswagen,Passat Variant,2003,224000,Universal,Black,1800,Petrol,Automatic,1.0,6500
15970,Nissan,Bluebird,1988,42000,Hatchback,Gray,1600,Petrol,Mechanical,1.0,1600
15971,Hyundai,Coupe,1996,232000,Coupe,Green,1975,Petrol,Mechanical,0.0,499
15972,Peugeot,5008,2011,226,Universal,Black,1600,Diesel,Automatic,1.0,9800
15973,Nissan,Teana,2012,78500,Sedan,Black,2500,Gas / petrol,Variator,1.0,13500
15974,VAZ,2101,1981,52249,Sedan,White,13,Petrol,Mechanical,1.0,576
15975,Volkswagen,Transporter,2006,360,Other,White,1900,Diesel,Mechanical,1.0,10000
15976,Audi,A3,2002,0,Hatchback,Blue,1900,Diesel,Mechanical,0.0,1500
15977,Opel,Astra,2007,318,Universal,Silver,13,Diesel,Mechanical,1.0,6807
15978,Ford,Sierra,1986,17000,Sedan,Blue,2000,Petrol,Mechanical,1.0,2000
15979,Geely,FC,2008,60000,Sedan,Gray,18,Petrol,Mechanical,1.0,5350
15980,Audi,A4,1998,321000,Universal,Blue,1896,Diesel,Mechanical,0.0,1615
15981,Mercedes-Benz,Sprinter,2000,350000,Minivan,White,2900,Diesel,Mechanical,1.0,6500
15982,Volkswagen,Passat Variant,1998,285000,Universal,Silver,1900,Diesel,Mechanical,0.0,1600
15983,Ford,Scorpio,1985,0,Liftback,Red,2000,Gas / petrol,Mechanical,1.0,1300
15984,Nissan,Micra,2005,140,Hatchback,Green,12,Gas / petrol,Mechanical,0.0,4900
15985,Volkswagen,Passat Sedan,2006,228000,Sedan,Blue,2000,Gas / petrol,Automatic,1.0,7900
15986,Other,,2004,0,Passenger van (up to 1.5 tons),Silver,15,Diesel,Mechanical,1.0,4770
15987,Ford,Focus,2011,115,Universal,Blue,1600,Diesel,Mechanical,1.0,7850
15988,Mitsubishi,Pajero Sport,2005,160000,SUV / Crossover,Cherry,2500,Diesel,Mechanical,1.0,11800
15989,Citroen,BX,1983,87654,Hatchback,White,1600,Petrol,Mechanical,1.0,1403
15990,Ford,Scorpio,1985,200000,Hatchback,Blue,2000,Gas / petrol,Mechanical,1.0,1100
15991,Ford,Focus,2000,343000,Universal,Black,2000,Gas / petrol,Mechanical,0.0,1300
15992,UAZ,3303,1988,0,SUV / Crossover,Green,2000,Diesel,Mechanical,1.0,2800
15993,Mitsubishi,L 200,2014,30,Pickup,Black,2500,Diesel,Mechanical,1.0,25000
15994,Honda,Accord,1994,0,Sedan,Blue,2000,Gas / petrol,Mechanical,0.0,450
15995,Volkswagen,Golf,1989,7258,Hatchback,Cherry,1600,Petrol,Mechanical,1.0,2050
15996,ZAZ,1105,2006,150000,Pickup,Green,12,Gas / petrol,Mechanical,1.0,1600
15997,BMW,1 серия,2014,59000,Hatchback,Blue,1600,Petrol,Mechanical,1.0,16550
15998,VAZ,2108,1988,100,Hatchback,Cherry,15,Gas / petrol,Mechanical,1.0,1500
15999,VAZ,2105,1985,45000,Sedan,Red,1300,Petrol,Mechanical,1.0,650
16000,VAZ,Другая,1976,37000,Sedan,White,1500,Petrol,Mechanical,1.0,780
16001,BMW,5 серия,1998,267000,Sedan,Black,44,Petrol,Tiptronic,1.0,8000
16002,GAZ,2752 Соболь,2004,80,Universal,Blue,23,Gas / petrol,Mechanical,1.0,4300
16003,Daewoo,Nubira,1998,300000,Universal,Blue,20,Gas / petrol,Mechanical,1.0,3500
16004,Renault,Megane,2005,200000,Universal,Gray,1500,Petrol,Mechanical,1.0,5400
16005,Mercedes-Benz,300,1990,233000,Universal,Silver,3000,Petrol,Automatic,1.0,3800
16006,Renault,Grand Scenic,2005,0,Minivan,Gray,1500,Diesel,Mechanical,1.0,6300
16007,Chrysler,Voyager,2001,220,Minivan,Black,2500,Diesel,Mechanical,0.0,2000
16008,Suzuki,SX4,2008,195000,Hatchback,Black,1600,Petrol,Mechanical,1.0,6200
16009,VAZ,21063,1984,1000,Sedan,Yellow,1500,Petrol,Mechanical,1.0,576
16010,Hyundai,H200,1998,0,Minivan,Blue,3,Diesel,Automatic,0.0,4000
16011,Ford,Edge,2018,27000,SUV / Crossover,Black,2000,Petrol,Automatic,1.0,29999
16012,BMW,1 серия,2005,103000,Hatchback,Gray,2000,Petrol,Automatic,1.0,9500
16013,Renault,Trafic,2005,418,Passenger van (up to 1.5 tons),White,19,Diesel,Mechanical,1.0,7250
16014,Ford,Fusion (USA),2015,80000,Sedan,Asphalt,2000,Hybrid,Automatic,1.0,17300
16015,VAZ,2106,1977,150000,Sedan,Blue,1300,Petrol,Mechanical,1.0,1000
16016,Renault,Megane,2012,200,Universal,Gray,1500,Diesel,Mechanical,1.0,9500
16017,VAZ,Другая,1983,0,Universal,Olive,3,Gas / petrol,Mechanical,1.0,2800
16018,Opel,Zafira,2005,0,Minivan,Silver,1800,Petrol,Mechanical,0.0,39316
16019,Renault,25,1986,278336,Hatchback,White,2100,Diesel,Mechanical,1.0,650
16020,VAZ,1118 Kalina Седан,2007,158000,Sedan,Gray,16,Gas / petrol,Mechanical,1.0,4300
16021,VAZ,Другая,1973,0,Other,White,1,Other,Mechanical,1.0,884
16022,Geely,MK,2008,141000,Sedan,Gray,1599,Petrol,Mechanical,1.0,4100
16023,VAZ,2104,1992,0,Universal,White,1500,Gas / petrol,Mechanical,1.0,1200
16024,Honda,Accord,1992,0,Sedan,Black,2000,Petrol,Mechanical,0.0,1000
16025,Opel,Astra,1999,200,Universal,Black,1600,Gas / petrol,Mechanical,1.0,2500
16026,Renault,Kangoo Express,2016,88000,Passenger van (up to 1.5 tons),White,1500,Diesel,Mechanical,1.0,9350
16027,Opel,Astra,2008,179000,Universal,Black,1400,Petrol,Mechanical,1.0,6499
16028,Volkswagen,Passat Sedan,2000,290,Sedan,Blue,19,Diesel,Mechanical,1.0,6000
16029,Volkswagen,Caddy,2006,150000,Passenger van (up to 1.5 tons),Gray,1900,Diesel,Mechanical,1.0,8500
16030,BMW,3 серия,1993,350774,Sedan,Black,1798,Petrol,Mechanical,1.0,4000
16031,Opel,Omega,2002,210000,Sedan,Black,2,Gas / petrol,Mechanical,1.0,5300
16032,Peugeot,Expert,2001,340000,Minivan,Red,1,Diesel,Mechanical,1.0,5350
16033,BMW,5 серия,2006,248,Sedan,Gray,2500,Diesel,Mechanical,1.0,10700
16034,Volkswagen,Polo,2014,176000,Sedan,Silver,1600,Gas / petrol,Mechanical,1.0,9450
16035,Ford,Taurus,1992,171000,Sedan,Asphalt,38,Gas / petrol,Automatic,1.0,39316
16036,Volkswagen,Golf,1992,0,Coupe,Red,19,Diesel,Mechanical,0.0,500
16037,Volkswagen,Passat Variant,1999,390000,Universal,Black,1780,Gas / petrol,Mechanical,1.0,5200
16038,Volkswagen,Multivan,1992,202746,Passenger van (up to 1.5 tons),Blue,2400,Diesel,Mechanical,1.0,3000
16039,Volkswagen,Transporter,2007,178000,Minivan,Yellow,1900,Diesel,Mechanical,1.0,8700
16040,Citroen,Berlingo,2003,217,Minivan,Gray,1900,Diesel,Mechanical,1.0,3999
16041,Chevrolet,Volt,2017,14800,Hatchback,Beige,1500,Hybrid,Automatic,1.0,24800
16042,Acura,ILX,2016,25000,Sedan,Black,2400,Petrol,Automatic,1.0,20800
16043,Volkswagen,Transporter,2004,0,Passenger van (up to 1.5 tons),White,19,Diesel,Mechanical,1.0,7800
16044,Skoda,Fabia,2012,107000,Hatchback,Gray,1200,Petrol,Mechanical,1.0,6750
16045,VAZ,21063,1980,0,Sedan,Red,1300,Petrol,Mechanical,1.0,1384
16046,Land Rover,Freelander,1998,200,SUV / Crossover,Green,20,Diesel,Mechanical,0.0,1450
16047,Mazda,6,2004,126000,Hatchback,Silver,2000,Diesel,Mechanical,1.0,6500
16048,Ford,Kuga,2017,0,SUV / Crossover,White,2000,Diesel,Mechanical,1.0,18846
16049,VAZ,2121,2012,87000,SUV / Crossover,Red,1700,Petrol,Mechanical,1.0,4800
16050,BMW,5 серия,2000,390000,Universal,Gray,2500,Diesel,Tiptronic,1.0,5900
16051,Ford,Focus,2008,173,Universal,Olive,1800,Diesel,Mechanical,1.0,6800
16052,Skoda,Octavia,2001,189000,Liftback,Silver,1596,Petrol,Mechanical,1.0,5000
16053,Volkswagen,Jetta,2012,0,Sedan,Beige,2480,Petrol,Automatic,1.0,6900
16054,Peugeot,107,2006,74,Hatchback,Red,1,Petrol,Variator,1.0,5300
16055,Opel,Vivaro,2015,70000,Passenger van (up to 1.5 tons),White,1600,Diesel,Mechanical,1.0,12750
16056,Nissan,Sentra,2000,300000,Sedan,Gray,18,Gas / petrol,Automatic,1.0,3846
16057,Skoda,Octavia,2014,176000,Universal,Asphalt,20,Diesel,Automatic,1.0,16107
16058,GAZ,69,1969,3000,Cabriolet,Safari,2900,Petrol,Mechanical,1.0,2500
16059,Hyundai,Matrix,2009,170000,SUV / Crossover,Blue,1600,Gas / petrol,Mechanical,1.0,39316
16060,Renault,Megane,2010,186000,Universal,Gray,1500,Diesel,Mechanical,1.0,7600
16061,VAZ,2115i,2006,215000,Sedan,Green,1500,Gas / petrol,Mechanical,1.0,2500
16062,Toyota,Corolla,2003,271000,Universal,Blue,1400,Petrol,Mechanical,1.0,5500
16063,GAZ,3110,1999,0,Sedan,Violet,2500,Gas / petrol,Mechanical,1.0,2300
16064,Audi,A4,2014,72000,Sedan,Silver,2000,Petrol,Tiptronic,1.0,15800
16065,Volkswagen,Bora,2005,90000,Sedan,Black,1600,Petrol,Mechanical,1.0,6800
16066,Renault,Trafic,2007,212000,Passenger van (up to 1.5 tons),White,2500,Diesel,Mechanical,1.0,8000
16067,ZAZ,Таврия,1994,200000,Other,Blue,1100,Petrol,Mechanical,1.0,653
16068,Opel,Vectra,2003,240000,Hatchback,Blue,2,Diesel,Automatic,0.0,1600
16069,Mercedes-Benz,W124,1986,0,Sedan,Gray,3000,Diesel,Mechanical,1.0,3200
16070,Volkswagen,Passat Variant,1994,0,Universal,Green,1900,Diesel,Mechanical,1.0,3999
16071,Mercedes-Benz,C серия,2010,290000,Universal,Silver,2143,Diesel,Mechanical,0.0,3999
16072,Peugeot,207,2008,64000,Hatchback,Blue,1400,Petrol,Automatic,1.0,7000
16073,Toyota,Camry,1981,140000,Sedan,White,1770,Petrol,Mechanical,1.0,653
16074,Fiat,Regata,1986,245000,Sedan,Gray,17,Diesel,Mechanical,1.0,1230
16075,Hyundai,H1 (Starex),2001,0,Minivan,White,2500,Diesel,Mechanical,1.0,5300
16076,ZAZ,Таврия,2004,50000,Pickup,White,1200,Gas / petrol,Mechanical,1.0,1250
16077,Volkswagen,LT,2006,0,Other,White,250,Diesel,Mechanical,1.0,6300
16078,Volkswagen,Polo,2013,95000,Sedan,White,1600,Petrol,Automatic,1.0,9800
16079,Volkswagen,Multivan,2006,110000,Passenger van (up to 1.5 tons),Black,2500,Diesel,Mechanical,1.0,35000
16080,Toyota,Yaris,2003,257000,Hatchback,Red,1,Petrol,Automatic,1.0,6000
16081,Mercedes-Benz,Vito,1999,295000,Passenger van (up to 1.5 tons),Gray,2200,Diesel,Mechanical,1.0,5400
16082,Nissan,Primera,1900,380000,Sedan,Red,1600,Gas / petrol,Mechanical,1.0,2300
16083,Volkswagen,Passat Sedan,2006,159000,Sedan,Blue,20,Petrol,Automatic,1.0,8700
16084,Audi,100,1991,0,Sedan,White,2000,Gas / petrol,Mechanical,1.0,2900
16085,Mazda,6,2007,230000,Sedan,Silver,1798,Gas / petrol,Mechanical,1.0,7700
16086,Hyundai,Accent,2007,177000,Sedan,Silver,1500,Diesel,Mechanical,1.0,5400
16087,BMW,3 серия,2004,280000,Universal,Silver,2000,Diesel,Mechanical,0.0,1400
16088,Audi,A6,2012,170,Sedan,Black,2,Diesel,Automatic,1.0,17700
16089,Audi,A6,1995,405000,Sedan,Green,25,Diesel,Automatic,1.0,5019
16090,BMW,3 серия,1999,0,Hatchback,Blue,2,Diesel,Mechanical,0.0,923
16091,Audi,A4,1995,350000,Sedan,Blue,1600,Petrol,Mechanical,0.0,950
16092,Volkswagen,Transporter,2005,0,Other,Silver,2500,Diesel,Mechanical,1.0,8500
16093,BMW,5 серия,2002,450000,Sedan,Silver,2500,Gas / petrol,Tiptronic,1.0,5800
16094,Hyundai,Matrix,2007,0,Hatchback,Green,16,Petrol,Mechanical,1.0,7000
16095,UAZ,469,1975,16000,SUV / Crossover,Olive,2400,Gas / petrol,Mechanical,1.0,3800
16096,Mazda,626,1994,300000,Hatchback,Black,1800,Gas / petrol,Mechanical,1.0,3200
16097,Volvo,XC70,2010,213000,Universal,Silver,2400,Diesel,Automatic,1.0,17000
16098,Opel,Astra,2000,11111,Universal,Blue,2000,Diesel,Mechanical,0.0,2500
16099,ZAZ,Vida,2013,64,Sedan,White,1500,Gas / petrol,Mechanical,1.0,6600
16100,ZAZ,Таврия,2001,100000,Hatchback,White,1100,Gas / petrol,Mechanical,1.0,850
16101,Ford,Focus,2001,174000,Sedan,Gray,20,Gas / petrol,Automatic,1.0,4100
16102,Citroen,Jumpy,2008,340000,Minivan,Blue,2000,Diesel,Mechanical,1.0,7800
16103,Citroen,C4,2008,125000,Coupe,Red,1600,Gas / petrol,Mechanical,1.0,5800
16104,Toyota,Camry,2000,300000,Sedan,Black,2164,Gas / petrol,Automatic,1.0,5999
16105,Mazda,626,1994,0,Hatchback,Silver,18,Gas / petrol,Mechanical,1.0,3192
16106,BMW,3 серия,2000,114000,Sedan,Black,2200,Petrol,Automatic,1.0,5300
16107,Volkswagen,Passat Sedan,1990,440000,Sedan,Gray,1800,Petrol,Mechanical,1.0,2900
16108,Volkswagen,Multivan,2012,160000,Minivan,Brown,20,Diesel,Tiptronic,1.0,32500
16109,Skoda,Fabia,2010,92500,Universal,Cherry,1200,Petrol,Mechanical,1.0,7500
16110,ZAZ,968,1991,0,Sedan,White,1100,Petrol,Mechanical,1.0,461
16111,Daewoo,Nexia,2007,151000,Sedan,Red,1500,Gas / petrol,Mechanical,1.0,2600
16112,BMW,3 серия,2013,260,Universal,Gray,1995,Diesel,Automatic,1.0,16500
16113,SsangYong,Rexton,2012,270000,SUV / Crossover,Black,2700,Diesel,Mechanical,1.0,6500
16114,Mercedes-Benz,320,2006,295,Universal,Black,3000,Diesel,Automatic,1.0,13999
16115,GAZ,3110,1999,240000,Sedan,Green,2,Petrol,Mechanical,1.0,1800
16116,Audi,A4,1999,304000,Universal,Turquoise,2500,Diesel,Automatic,0.0,1600
16117,Other,,2006,0,Minivan,Gray,1900,Diesel,Mechanical,1.0,0
16118,VAZ,2101,1984,30000,Sedan,Red,1198,Petrol,Mechanical,1.0,511
16119,Mercedes-Benz,E серия,2000,0,Universal,Green,270,Diesel,Automatic,0.0,2000
16120,Jeep,Cherokee,2016,8800,SUV / Crossover,Black,2400,Petrol,Automatic,1.0,19100
16121,Opel,Vectra,2004,267,Universal,Blue,1900,Diesel,Mechanical,0.0,2200
16122,Kia,Cee'd,2009,153000,Universal,Silver,1600,Diesel,Mechanical,1.0,8300
16123,BMW,3 серия,2014,35000,Sedan,White,2000,Petrol,Automatic,1.0,17999
16124,VAZ,21111,2005,250000,Universal,Gray,1600,Gas / petrol,Mechanical,1.0,3100
16125,Ford,Transit,2020,0,Passenger van (up to 1.5 tons),White,2,Other,Mechanical,1.0,1000
16126,Volkswagen,Golf,2013,183000,Universal,White,1600,Diesel,Automatic,1.0,12800
16127,Chevrolet,Aveo,2014,44000,Sedan,Cherry,15,Gas / petrol,Mechanical,1.0,7800
16128,Volkswagen,Другая,2005,1,Universal,Blue,19,Diesel,Mechanical,1.0,6730
16129,BMW,3 серия,2000,190000,Sedan,Blue,3000,Diesel,Automatic,1.0,3300
16130,Fiat,Scudo,2008,0,Minivan,White,1560,Diesel,Mechanical,1.0,6400
16131,BMW,3 серия,1998,350,Sedan,Blue,2800,Gas / petrol,Automatic,1.0,6000
16132,Renault,Megane,1997,10000,Universal,Blue,1600,Gas / petrol,Mechanical,0.0,307
16133,Volkswagen,Passat Sedan,2003,346000,Sedan,Olive,1896,Diesel,Tiptronic,0.0,3100
16134,Daewoo,Tico,1997,0,Hatchback,Red,900,Petrol,Mechanical,1.0,500
16135,Fiat,Doblo,2011,220,Minivan,Black,13,Diesel,Mechanical,1.0,7100
16136,Mazda,Другая,1998,210000,Sedan,Red,1600,Petrol,Automatic,0.0,4950
16137,Ford,Focus,1999,0,Universal,Blue,1800,Diesel,Mechanical,0.0,961
16138,VAZ,2107,1990,0,Sedan,Beige,1600,Petrol,Mechanical,1.0,692
16139,GAZ,21,1965,10000,Sedan,Cherry,24,Petrol,Mechanical,1.0,18500
16140,Nissan,Rogue,2017,20000,SUV / Crossover,White,2500,Petrol,Automatic,1.0,19800
16141,VAZ,21099,2011,133000,Sedan,Silver,1600,Gas / petrol,Mechanical,1.0,3300
16142,Audi,A6,1998,309000,Sedan,Black,24,Petrol,Automatic,1.0,5500
16143,Volvo,V70,2000,0,Universal,Gray,24,Other,Mechanical,0.0,576
16144,Mitsubishi,Lancer,2008,133,Sedan,Black,2000,Gas / petrol,Variator,1.0,7699
16145,ZAZ,Lanos,2012,63000,Sedan,Gray,1500,Petrol,Mechanical,1.0,0
16146,Volkswagen,Passat Variant,2006,214000,Universal,Gray,2,Diesel,Mechanical,1.0,8800
16147,Daewoo,Matiz,2008,10,Hatchback,Blue,1,Gas / petrol,Mechanical,1.0,2700
16148,Toyota,RAV 4,2002,265400,SUV / Crossover,Silver,2000,Gas / petrol,Automatic,1.0,8500
16149,Fiat,Doblo,2006,240000,Passenger van (up to 1.5 tons),White,1900,Diesel,Mechanical,1.0,6300
16150,Opel,Astra,2008,250000,Universal,White,1300,Diesel,Mechanical,1.0,4500
16151,Opel,Vectra,1997,280000,Sedan,Green,1600,Gas / petrol,Mechanical,0.0,800
16152,Volkswagen,Bora,2003,205000,Sedan,Silver,2000,Petrol,Mechanical,0.0,3150
16153,VAZ,2102,1982,0,Universal,Beige,1200,Gas / petrol,Mechanical,1.0,961
16154,Mercedes-Benz,C серия,2011,45000,Sedan,Gray,2200,Diesel,Automatic,1.0,17900
16155,Volkswagen,Golf,2010,149000,Universal,Silver,1600,Diesel,Mechanical,0.0,39316
16156,BMW,3 серия,2003,225000,Sedan,Silver,2000,Diesel,Mechanical,1.0,7500
16157,VAZ,21063,1982,1000,Sedan,Green,13,Gas / petrol,Mechanical,1.0,1100
16158,Ford,Focus,2014,91000,Universal,White,1600,Gas / petrol,Automatic,1.0,12000
16159,Renault,Espace,2000,273000,Minivan,Olive,2000,Gas / petrol,Mechanical,1.0,6000
16160,Citroen,XM,1993,187523,Hatchback,Gray,3000,Petrol,Mechanical,1.0,1750
16161,VAZ,2115i,2005,130,Sedan,Gray,1500,Gas / petrol,Mechanical,1.0,3300
16162,Chrysler,Voyager,1998,399000,Minivan,Cherry,38,Gas / petrol,Automatic,1.0,5800
16163,Moskvich/AZLK,408,1971,130000,Sedan,Beige,1360,Petrol,Mechanical,1.0,1000
16164,Honda,CR-V,2016,17000,Sedan,Black,2400,Petrol,Mechanical,1.0,21000
16165,GAZ,21,1960,0,Sedan,White,2500,Petrol,Mechanical,1.0,615
16166,Mercedes-Benz,W124,1988,20000,Limousine,White,3,Diesel,Automatic,1.0,10000
16167,Mercedes-Benz,Другая,2005,0,Sedan,Blue,1,Petrol,Tiptronic,1.0,6500
16168,BMW,3 серия,2011,0,Universal,Black,2000,Diesel,Mechanical,1.0,11600
16169,Volkswagen,Passat Sedan,2002,231000,Sedan,Blue,1981,Petrol,Mechanical,1.0,4450
16170,Audi,A6,2004,470,Universal,Silver,1900,Diesel,Mechanical,1.0,6200
16171,Mercedes-Benz,Vito,1997,280,Passenger van (up to 1.5 tons),Green,23,Diesel,Mechanical,1.0,6000
16172,Moskvich/AZLK,Другая,1961,0,Pickup,Gray,12,Gas / petrol,Mechanical,1.0,600
16173,Other,,1963,0,Other,Beige,1,Hybrid,Automatic,1.0,600
16174,,F3,2010,117300,Sedan,Silver,1500,Petrol,Mechanical,1.0,4200
16175,Opel,Ascona,1986,200000,Sedan,Beige,1600,Gas / petrol,Mechanical,1.0,1076
16176,Mazda,6,2003,230000,Universal,Gray,2000,Diesel,Mechanical,1.0,6500
16177,Volkswagen,Caddy,2004,190000,Minivan,Gray,2000,Diesel,Mechanical,1.0,7900
16178,Renault,Grand Scenic,2010,162000,Minivan,Brown,1500,Diesel,Mechanical,1.0,7900
16179,Opel,Omega,1992,250000,Sedan,Silver,2000,Gas / petrol,Mechanical,1.0,1150
16180,VAZ,2115,2007,167000,Sedan,Black,1500,Petrol,Mechanical,1.0,1899
16181,Citroen,Jumpy,2013,176000,Minivan,White,2,Diesel,Mechanical,1.0,9400
16182,Volkswagen,Golf,1999,180,Hatchback,Black,16,Petrol,Mechanical,1.0,5150
16183,IZH,412,1984,0,Sedan,White,1500,Petrol,Mechanical,1.0,769
16184,Jeep,Grand Cherokee,2005,0,SUV / Crossover,Asphalt,3000,Diesel,Automatic,1.0,18269
16185,Opel,Vivaro,2005,229000,Passenger van (up to 1.5 tons),Silver,1900,Diesel,Mechanical,1.0,5000
16186,Audi,A4,1998,245541,Universal,Green,2500,Diesel,Mechanical,0.0,750
16187,Renault,Trafic,2006,180,Passenger van (up to 1.5 tons),White,1900,Diesel,Mechanical,1.0,0
16188,Nissan,Leaf,2014,51000,Hatchback,Black,1,Electro,Variator,1.0,14300
16189,Volkswagen,Golf,2002,50000,Hatchback,Gray,1900,Diesel,Mechanical,1.0,6899
16190,Nissan,Leaf,2015,39000,Hatchback,Silver,1,Electro,Variator,1.0,14000
16191,Volkswagen,Passat Sedan,1999,0,Sedan,Blue,1600,Gas / petrol,Mechanical,0.0,550
16192,Volkswagen,Passat Hatchback,2012,227000,Universal,White,1600,Diesel,Mechanical,1.0,11600
16193,Opel,Kadett,1990,320000,Sedan,White,1300,Petrol,Mechanical,1.0,1150
16194,Chevrolet,Volt,2011,0,Hatchback,Cherry,1400,Electro,Automatic,1.0,13500
16195,Moskvich/AZLK,2140,1980,70000,Sedan,Green,1500,Petrol,Mechanical,1.0,480
16196,Audi,A6,2000,250,Universal,Asphalt,25,Diesel,Mechanical,0.0,1750
16197,Moskvich/AZLK,412,1981,109000,Sedan,Blue,1500,Petrol,Mechanical,1.0,598
16198,Fiat,Fiorino,2009,170000,Minivan,Gray,13,Petrol,Mechanical,1.0,6100
16199,Volkswagen,Touran,2003,0,Minivan,White,2,Diesel,Mechanical,0.0,3950
16200,Kia,Sportage,2012,119000,SUV / Crossover,Orange,2000,Petrol,Mechanical,1.0,15500
16201,Daewoo,Sens,2006,120000,Sedan,Golden,13,Gas / petrol,Mechanical,1.0,2550
16202,Nissan,Almera,1998,289000,Universal,Gray,2000,Diesel,Mechanical,0.0,700
16203,Toyota,Camry,2013,75000,Sedan,Black,2500,Gas / petrol,Automatic,1.0,13999
16204,Chery,Amulet,2007,120,Liftback,Black,1600,Gas / petrol,Mechanical,1.0,3993
16205,Volkswagen,Crafter,2006,500000,Passenger van (up to 1.5 tons),White,2500,Diesel,Mechanical,1.0,6700
16206,Fiat,Fiorino,2010,250000,Minivan,Red,13,Diesel,Mechanical,1.0,6550
16207,Toyota,Corolla,2005,221000,Universal,Silver,2000,Diesel,Mechanical,0.0,3400
16208,VAZ,2108,1992,1111,Hatchback,White,1300,Petrol,Mechanical,1.0,950
16209,Renault,Laguna,2001,170000,Sedan,Blue,1900,Diesel,Mechanical,1.0,4500
16210,Mitsubishi,Galant,1986,370000,Sedan,Gray,2000,Gas / petrol,Mechanical,1.0,2000
16211,Renault,Scenic II,2008,193000,Minivan,Blue,1500,Diesel,Mechanical,1.0,6900
16212,Mercedes-Benz,C серия,2012,175000,Universal,Black,2200,Diesel,Automatic,1.0,17300
16213,Toyota,Corolla,1986,150000,Coupe,Red,1500,Petrol,Mechanical,1.0,1700
16214,Mercedes-Benz,C серия,2002,344931,Sedan,Silver,22,Diesel,Automatic,0.0,1800
16215,BMW,3 серия,1991,300000,Sedan,Green,1800,Gas / petrol,Mechanical,1.0,2500
16216,Opel,Astra,2004,230000,Hatchback,Gray,1700,Diesel,Mechanical,1.0,7000
16217,VAZ,2104,1985,0,Universal,Blue,13,Gas / petrol,Mechanical,1.0,1300
16218,Opel,Vectra,2001,250000,Universal,Cherry,20,Diesel,Mechanical,0.0,1300
16219,Kia,Rio (Pride),2018,0,Sedan,White,1400,Petrol,Automatic,1.0,17451
16220,Mercedes-Benz,Другая,2000,150000,Coupe,Gray,600,Petrol,Adaptive,1.0,3600
16221,Fiat,UNO,1983,0,Hatchback,Gray,13,Petrol,Mechanical,1.0,500
16222,,969М,1993,0,SUV / Crossover,Beige,1100,Petrol,Mechanical,1.0,700
16223,Mitsubishi,Freeca,2002,86000,Cabriolet,Chameleon,2400,Petrol,Tiptronic,1.0,8500
16224,Honda,Civic,1999,0,Hatchback,Green,2000,Diesel,Mechanical,0.0,1000
16225,Ford,Focus,2000,330000,Hatchback,Gray,1800,Diesel,Mechanical,0.0,769
16226,Opel,Insignia,2010,181000,Universal,Gray,2000,Diesel,Mechanical,1.0,10600
16227,VAZ,2110,2002,201000,Sedan,Green,1500,Gas / petrol,Mechanical,1.0,2500
16228,Kia,Rio (Pride),2012,89000,Hatchback,Asphalt,16,Gas / petrol,Automatic,1.0,10800
16229,Toyota,Avensis,2001,293000,Sedan,Silver,2,Petrol,Mechanical,1.0,3900
16230,Geely,Emgrand,2012,88000,Sedan,Black,1792,Petrol,Mechanical,1.0,6730
16231,Moskvich/AZLK,2140,1985,0,Sedan,Red,15,Petrol,Mechanical,1.0,961
16232,Audi,A6,2000,188000,Sedan,Blue,2500,Diesel,Automatic,0.0,990
16233,Audi,A4,2013,106000,Sedan,Black,2000,Petrol,Automatic,1.0,16800
16234,Mazda,6,2003,215,Universal,Gray,230,Petrol,Mechanical,0.0,3000
16235,Opel,Vectra,1993,0,Sedan,Violet,1800,Gas / petrol,Mechanical,1.0,2000
16236,Daewoo,Lanos (Sens),2005,182000,Sedan,White,1500,Gas / petrol,Mechanical,1.0,2800
